Location,Pincode,State,District,Latitude,Longitude
Alacherry,670650,Kerala,Kannur,11.8744775,75.37036619999999
Alakode,670571,Kerala,Kannur,12.190978,75.4673311
Alakode-kuttaramba,670571,Kerala,Kannur,12.190978,75.4673311
Alavil,670008,Kerala,Kannur,11.8777841,75.3575389
Ambayathode,670651,Kerala,Kannur,11.863742,75.88970290000002
Ambilat,670701,Kerala,Kannur,11.8521288,75.55059
Anchampeedika,670331,Kerala,Kannur,11.9780091,75.35070879999999
Angadikadavu,670706,Kerala,Kannur,12.0334662,75.74489899999999
Aniyaram,670672,Kerala,Kannur,11.7343045,75.5844334
Anjarakandy,670612,Kerala,Kannur,11.8858342,75.48508919999999
Annur,670332,Kerala,Kannur,11.2321032,77.10671599999999
Arabi,670705,Kerala,Kannur,31.8350053,-83.7430392
Aralam,670704,Kerala,Kannur,11.96764,75.77203279999999
Aralam Farm,670673,Kerala,Kannur,11.9372842,75.7682322
Arang,670582,Kerala,Kannur,11.8744775,75.37036619999999
Aravanchal,670307,Kerala,Kannur,12.2116629,75.2799884
Areekamala,670582,Kerala,Kannur,12.1328919,75.5771573
Aril,670143,Kerala,Kannur,11.8744775,75.37036619999999
Arivilanjapoyil,670571,Kerala,Kannur,12.2544685,75.4783058
Aroli,670566,Kerala,Kannur,11.9845571,75.38093599999999
Atakkathode,670674,Kerala,Kannur,11.9214171,75.84758529999999
Attadappa,670006,Kerala,Kannur,11.8654574,75.415984
Ayithara Mambram,670643,Kerala,Kannur,11.8697281,75.6037985
Azhikkal,670009,Kerala,Kannur,11.9170647,75.3353875
Azhikode,670009,Kerala,Kannur,11.9170647,75.3353875
Azhikode South,670009,Kerala,Kannur,11.9085789,75.33247229999999
Bavode,670622,Kerala,Kannur,11.862183,75.4831348
Burnacherry,670013,Kerala,Kannur,11.8591311,75.3689089
Chala East,670621,Kerala,Kannur,11.8676159,75.4381143
Chalad,670014,Kerala,Kannur,11.8830451,75.3485055
Chalakkode,670307,Kerala,Kannur,12.1271294,75.2255763
Chalil,670102,Kerala,Kannur,11.740186,75.49636799999999
Chamathachal,670633,Kerala,Kannur,12.0650131,75.6368111
Champad,670694,Kerala,Kannur,11.7591001,75.5538712
Chandanakampara,670633,Kerala,Kannur,12.1115622,75.60844209999999
Charal,670706,Kerala,Kannur,12.056396,75.7386027
Chattuvapara,670592,Kerala,Kannur,11.9584571,75.4683362
Chavasseri,670702,Kerala,Kannur,11.9454618,75.6120795
Chekkikulam,670592,Kerala,Kannur,11.9493749,75.44758209999999
Cheleri,670604,Kerala,Kannur,11.9462216,75.4140781
Chempanthotty,670631,Kerala,Kannur,12.0895945,75.49564
Chemperi,670632,Kerala,Kannur,12.0949968,75.5451379
Chendayad,670692,Kerala,Kannur,11.7874897,75.5931643
Chengalayi,670631,Kerala,Kannur,12.0447591,75.4898156
Chepparapadava,670581,Kerala,Kannur,12.1297932,75.4140781
Cherakkara,670104,Kerala,Kannur,11.7538669,75.5003589
Cherikode,670631,Kerala,Kannur,11.8744775,75.37036619999999
Cherukun R.s.,670301,Kerala,Kannur,12.0041132,75.3004009
Cherukunnu,670301,Kerala,Kannur,12.0041132,75.3004009
Cheruparamba,670693,Kerala,Kannur,11.7638764,75.62794199999999
Cherupazhassi,670601,Kerala,Kannur,11.9629658,75.44175589999999
Cherupuzha,670511,Kerala,Kannur,12.2728397,75.36720009999999
Cheruvancheri,670650,Kerala,Kannur,11.8141264,75.62517319999999
Chettiamparamba,670674,Kerala,Kannur,11.8462971,75.6295375
Chirakk R.s.,670011,Kerala,Kannur,11.8744775,75.37036619999999
Chirakkal,670011,Kerala,Kannur,11.9153008,75.3617622
Chithapilapoyil,670502,Kerala,Kannur,11.8744775,75.37036619999999
Chittariparamba,670650,Kerala,Kannur,11.8462971,75.6295375
Chittodi,670571,Kerala,Kannur,12.0307084,75.2176501
Chokli,670672,Kerala,Kannur,11.7308299,75.55658249999999
Chovva,670006,Kerala,Kannur,11.8715192,75.3969249
Chunda,670511,Kerala,Kannur,11.9916525,75.31428129999999
Chundakunnu,670632,Kerala,Kannur,12.0725228,75.54648259999999
Chunkakunnu,670651,Kerala,Kannur,12.0041132,75.3004009
Chuzhali,670631,Kerala,Kannur,12.0780831,75.46403769999999
Civil Station kannur,670002,Kerala,Kannur,11.8752904,75.3721711
Dharmadam,670106,Kerala,Kannur,11.7775225,75.4703494
Eachur,670591,Kerala,Kannur,11.9032967,75.4432124
Edakkom,670581,Kerala,Kannur,12.1458734,75.4024228
Edapuzha,670704,Kerala,Kannur,11.7726024,75.4705759
Edat,670327,Kerala,Kannur,12.1006271,75.2305861
Edavaramba,670511,Kerala,Kannur,12.2881389,75.42377479999999
Edayannur,670595,Kerala,Kannur,11.927719,75.5116558
Elampara,670595,Kerala,Kannur,11.9307046,75.54222680000001
Elangot,670692,Kerala,Kannur,11.8744775,75.37036619999999
Eramam Desom,670307,Kerala,Kannur,12.1474784,75.2770721
Eranholi,670107,Kerala,Kannur,11.7847539,75.5131117
Eriam,670306,Kerala,Kannur,12.1390559,75.37910959999999
Eruvassi,670632,Kerala,Kannur,12.0762761,75.559693
Eruvatty,670647,Kerala,Kannur,12.1743438,75.4140781
Eruvatty-chapparapadava,670581,Kerala,Kannur,12.1743438,75.4140781
Etakkad,670663,Kerala,Kannur,11.8036378,75.4490386
Ettikulam,670308,Kerala,Kannur,12.0143194,75.2056056
Ettukudukka,670521,Kerala,Kannur,12.2039998,75.2332485
Ezhilode,670309,Kerala,Kannur,12.0917329,75.2493645
Ezhome,670334,Kerala,Kannur,12.0400947,75.297485
Irinavu,670301,Kerala,Kannur,11.9704735,75.3137009
Iritty,670703,Kerala,Kannur,11.9818625,75.67026469999999
Iriveri,670614,Kerala,Kannur,11.868253,75.4636031
Irukkur,670593,Kerala,Kannur,11.9869254,75.5538712
Josegiri,670511,Kerala,Kannur,12.2730011,75.4707028
Kacherikadavu,670706,Kerala,Kannur,12.0753106,75.7407831
Kadachira,670621,Kerala,Kannur,11.8369483,75.4490386
Kadambur-kannur,670663,Kerala,Kannur,11.813651,75.45555
Kadannapally,670501,Kerala,Kannur,12.0954012,75.291653
Kadavathur,670676,Kerala,Kannur,11.7343306,75.6120795
Kadirur-tly,670642,Kerala,Kannur,11.7871188,75.5320371
Kadumeni,670511,Kerala,Kannur,12.293158,75.34413289999999
Kaithapram,670631,Kerala,Kannur,11.8744775,75.37036619999999
Kakkara,670306,Kerala,Kannur,12.2101989,75.3557927
Kakkat,670005,Kerala,Kannur,12.2878652,75.145782
Kakkengad,670673,Kerala,Kannur,11.93594,75.7102536
Kalanki,670705,Kerala,Kannur,12.102563,75.700606
Kalliad,670593,Kerala,Kannur,12.0051392,75.5829782
Kalliasseri,670562,Kerala,Kannur,11.9712395,75.3616223
Kallikandy,670693,Kerala,Kannur,11.7518753,75.6295375
Kalluvayal,670703,Kerala,Kannur,12.0134639,75.6491753
Kamballur,670511,Kerala,Kannur,12.279795,75.3452786
Kanamvayal,670511,Kerala,Kannur,12.2947159,75.4766341
Kanayi,670307,Kerala,Kannur,12.1266223,75.2401745
Kandakai,670602,Kerala,Kannur,12.0168807,75.4449257
Kandankali,670333,Kerala,Kannur,12.0889111,75.2087964
Kandoth,670307,Kerala,Kannur,11.8201647,75.5856337
Kanhileri,670702,Kerala,Kannur,11.8744775,75.37036619999999
Kanhirangad,670142,Kerala,Kannur,12.0725788,75.3849382
Kanhirode,670592,Kerala,Kannur,11.9217986,75.47816619999999
Kanichar,670674,Kerala,Kannur,11.9053794,75.7854754
Kanjirakolly,670633,Kerala,Kannur,12.1432469,75.61498929999999
Kankol,670337,Kerala,Kannur,12.1583892,75.22165199999999
Kannadiparamba,670604,Kerala,Kannur,11.9387372,75.4038798
Kannavam Colony,670650,Kerala,Kannur,11.8425345,75.66444729999999
Kannivayal,670511,Kerala,Kannur,11.8744775,75.37036619999999
Kannookara,670012,Kerala,Kannur,11.6534101,75.5618762
Kannoth,670650,Kerala,Kannur,11.4553889,75.9971183
Kannur,670001,Kerala,Kannur,11.8744775,75.37036619999999
Kannur City,670003,Kerala,Kannur,11.8744775,75.37036619999999
Kannur District hospital,670017,Kerala,Kannur,11.8607699,75.3717581
Kannur Railway station,670001,Kerala,Kannur,11.8713099,75.3681453
Kannur Thana,670012,Kerala,Kannur,11.8709768,75.3828414
Kannur University campus,670567,Kerala,Kannur,11.7966227,75.46760809999999
Kanul,670564,Kerala,Kannur,12.0022269,75.3647277
Kappad,670006,Kerala,Kannur,11.881777,75.43010269999999
Kara- Peravoor,670702,Kerala,Kannur,11.9073987,75.6018947
Karanthat,670308,Kerala,Kannur,12.0575093,75.2160676
Karimbam,670142,Kerala,Kannur,12.0446173,75.3902749
Karippal,670581,Kerala,Kannur,12.1585187,75.389513
Karivellur,670521,Kerala,Kannur,12.173498,75.1924755
Kariyad South,673316,Kerala,Kannur,11.6834781,75.56697
Karthikapuram,670571,Kerala,Kannur,12.2295571,75.4825348
Karuvanchal,670571,Kerala,Kannur,12.1660099,75.4665158
Katalayi,670007,Kerala,Kannur,11.9108598,75.3588214
Kattampally,670015,Kerala,Kannur,11.9446846,75.3849382
Kavumbhagam,670110,Kerala,Kannur,11.7646279,75.495826
Kavvayi,670339,Kerala,Kannur,12.087948,75.1793444
Kayalampara,670632,Kerala,Kannur,12.1197919,75.5640252
Kayani,670702,Kerala,Kannur,11.8934984,75.55891439999999
Kayaralam,670602,Kerala,Kannur,11.9998054,75.428646
Keecheri,670702,Kerala,Kannur,11.9576366,75.3608165
Keezhara,670301,Kerala,Kannur,12.0035457,75.3298368
Keezhpalli,670704,Kerala,Kannur,11.9729964,75.7814791
Keezhur-iritty,670703,Kerala,Kannur,11.98128,75.6724462
Kelakam,670674,Kerala,Kannur,11.8944531,75.8098141
Kezhallur,670612,Kerala,Kannur,11.8982116,75.5320371
Kidanhi,670675,Kerala,Kannur,11.6910366,75.58024259999999
Kiliyanthara,670706,Kerala,Kannur,12.0503131,75.7164986
Kizhakke Kadirur,670642,Kerala,Kannur,11.7845743,75.5457198
Kizhunna,670007,Kerala,Kannur,11.8334782,75.4118481
Kokkanisseri,670307,Kerala,Kannur,12.116667,75.2
Kolacherry,670601,Kerala,Kannur,11.9737069,75.4082506
Kolakkad,670673,Kerala,Kannur,11.8792775,75.7713062
Kolari,670702,Kerala,Kannur,11.9203069,75.62084469999999
Kolayad,670650,Kerala,Kannur,11.8541254,75.7008027
Kolithattu,670706,Kerala,Kannur,12.0722088,75.7077711
Koodali,670592,Kerala,Kannur,11.9217986,75.47816619999999
Koomanthode,670704,Kerala,Kannur,12.007991,75.75274739999999
Koorara,670694,Kerala,Kannur,11.7753212,75.5589653
Koottupuzha,670706,Kerala,Kannur,12.0472581,75.575284
Kootumugham,670631,Kerala,Kannur,12.052475,75.5305814
Kooveri,670581,Kerala,Kannur,12.1297932,75.4140781
Korom,670307,Kerala,Kannur,12.1155255,75.2201547
Kottali,670016,Kerala,Kannur,11.9055868,75.375081
Kottayad,670571,Kerala,Kannur,12.1878764,75.443135
Kottayam Malabar,670643,Kerala,Kannur,11.826891,75.54950459999999
Kottayampoil,670691,Kerala,Kannur,11.8083937,75.5498511
Kottila,670334,Kerala,Kannur,12.0533094,75.3106062
Kottiyur,670651,Kerala,Kannur,11.8845314,75.8882508
Kovvapuram,670309,Kerala,Kannur,12.0640694,75.23741629999999
Koyyam,670142,Kerala,Kannur,12.0209656,75.4606903
Koyyode,670621,Kerala,Kannur,11.8686528,75.44466899999999
Kozhichal,670511,Kerala,Kannur,12.2926387,75.437386
Kozhummal,670522,Kerala,Kannur,12.1790228,75.2172758
Kudiyanmala,670582,Kerala,Kannur,12.1411594,75.5516976
Kunhimangalam,670309,Kerala,Kannur,12.0718464,75.22846880000002
Kuniyampuzha,670632,Kerala,Kannur,11.8744775,75.37036619999999
Kuppam-taliparamba,670144,Kerala,Kannur,12.0495615,75.3453548
Kurichiyil,670102,Kerala,Kannur,11.7191715,75.5232197
Kurumathur,670142,Kerala,Kannur,12.032559,75.41699179999999
Kusavanvayal,670593,Kerala,Kannur,12.0280135,75.6062295
Kuthuparamba,670643,Kerala,Kannur,11.8318842,75.56551470000001
Kuttikkakam,670663,Kerala,Kannur,11.8207159,75.4291409
Kuttikol,670141,Kerala,Kannur,12.4810112,75.20998209999999
Kuttiyattur,670602,Kerala,Kannur,11.9753768,75.4927278
Kuttiyeri,670141,Kerala,Kannur,12.0804585,75.3761952
Kuttur,670306,Kerala,Kannur,12.1534642,75.3106062
Madathil,670703,Kerala,Kannur,12.0037148,75.6891699
Madayi,670304,Kerala,Kannur,12.0307677,75.23946099999999
Makreri,670622,Kerala,Kannur,11.8542144,75.49192289999999
Malapattam,670631,Kerala,Kannur,12.014618,75.4985521
Malayampadi,670674,Kerala,Kannur,11.872928,75.7967371
Mallannur,670701,Kerala,Kannur,11.8744775,75.37036619999999
Malur,670702,Kerala,Kannur,11.8920831,75.635492
Mamba,670611,Kerala,Kannur,11.8860614,75.4821652
Mambram,670741,Kerala,Kannur,11.8275141,75.5045581
Manakadavu,670571,Kerala,Kannur,12.2180288,75.50146409999999
Manantheri,670643,Kerala,Kannur,11.8427696,75.61498929999999
Manathana,670677,Kerala,Kannur,11.9113876,75.7576404
Mandalam,670582,Kerala,Kannur,12.1221518,75.50583209999999
Mandur-kannur,670501,Kerala,Kannur,12.0636104,75.260671
Mangattidam,670643,Kerala,Kannur,11.8432533,75.5436824
Manikkadavu,670705,Kerala,Kannur,12.0931521,75.6524823
Manippara,670705,Kerala,Kannur,12.058003,75.6491753
Mathamangalam,670306,Kerala,Kannur,12.1346663,75.297485
Mathamangalam Bazar,670306,Kerala,Kannur,12.1346663,75.297485
Mathil,670343,Kerala,Kannur,12.1684795,75.2537397
Mattannur,670702,Kerala,Kannur,11.9292845,75.5734923
Mattanur College,670702,Kerala,Kannur,11.9393108,75.56733390000001
Mattul,670302,Kerala,Kannur,11.9672119,75.2858208
Mattul North,670325,Kerala,Kannur,11.9940628,75.26832279999999
Mavilayi,670622,Kerala,Kannur,11.8323057,75.4665158
Mayyil,670602,Kerala,Kannur,11.9925407,75.4490386
Mekkunnu,670675,Kerala,Kannur,11.7164924,75.5887989
Melmuringodi,670673,Kerala,Kannur,11.9134599,75.71476799999999
Melur-tly,670661,Kerala,Kannur,11.8045456,75.4665158
Mokeri,670692,Kerala,Kannur,11.7737258,75.5684254
Mooriyad,670643,Kerala,Kannur,11.825767,75.581523
Moozhikkara,670103,Kerala,Kannur,11.756239,75.524294
Morazha,670331,Kerala,Kannur,11.9872963,75.3499629
Mottammal,670331,Kerala,Kannur,11.8809153,75.37753239999999
Mowancheri,670613,Kerala,Kannur,11.8927949,75.4548646
Mudiyanga,670691,Kerala,Kannur,11.8030033,75.57574079999999
Mullakodi,670602,Kerala,Kannur,12.009206,75.4108912
Mundalur,670622,Kerala,Kannur,11.8251786,75.4798349
Mundayad,670597,Kerala,Kannur,11.8959923,75.3971741
Mundayamparamba,670704,Kerala,Kannur,12.0125157,75.7293712
Munderi,670591,Kerala,Kannur,11.9225921,75.44029929999999
Muringeri,670612,Kerala,Kannur,11.9019869,75.5112357
Muyyam,670142,Kerala,Kannur,12.0269179,75.38930959999999
Muzhakunnu,670673,Kerala,Kannur,11.9417863,75.70225669999999
Muzhappala,670611,Kerala,Kannur,11.9057353,75.4898156
Muzhappilangad,670662,Kerala,Kannur,11.7971661,75.4469646
Naduvanad,670702,Kerala,Kannur,11.9405042,75.6237184
Naduvil,670582,Kerala,Kannur,12.1247035,75.4752537
Nanichery,670563,Kerala,Kannur,12.0132515,75.40560459999999
Narath,670603,Kerala,Kannur,11.960199,75.38930959999999
Nareekamvally,670501,Kerala,Kannur,12.0816454,75.2639437
Narikkodmala,670693,Kerala,Kannur,11.8744775,75.37036619999999
Nediyenga,670631,Kerala,Kannur,12.0751448,75.499912
Nedumpoil,670650,Kerala,Kannur,11.8529936,75.7465975
Nedungome,670631,Kerala,Kannur,12.0559198,75.5546147
Neerveli,670701,Kerala,Kannur,11.8792075,75.5807954
Nellikutty,670632,Kerala,Kannur,12.1002051,75.5778849
Nellipara,670571,Kerala,Kannur,12.1962179,75.4453973
Nettur,670105,Kerala,Kannur,11.880888,75.3743423
New Mahe,673311,Kerala,Kannur,11.7363122,75.5218867
Nhekly,670307,Kerala,Kannur,12.2302445,75.33667179999999
Nirmalagiri,670701,Kerala,Kannur,11.8555698,75.56697
Nuchiyad,670705,Kerala,Kannur,12.0442086,75.63826569999999
Olavilam,673313,Kerala,Kannur,11.7042057,75.56551470000001
Olayampadi,670306,Kerala,Kannur,12.1847165,75.32226849999999
Othayammadam,670301,Kerala,Kannur,11.8744775,75.37036619999999
Ottathai,670571,Kerala,Kannur,12.1984288,75.49384119999999
Pachapoika,670643,Kerala,Kannur,11.8357303,75.5306707
Padappangad,670581,Kerala,Kannur,12.1192807,75.4257325
Padiotchal,670307,Kerala,Kannur,12.2521948,75.3339299
Padiyur-kannur,670703,Kerala,Kannur,11.9944257,75.6189779
Palakkode,670305,Kerala,Kannur,11.8744775,75.3703661
Palaparamba,670701,Kerala,Kannur,11.9562133,75.4322877
Palavayal,670511,Kerala,Kannur,12.2979539,75.4067937
Palayad,670661,Kerala,Kannur,11.7937458,75.4723411
Pallikunnu,670004,Kerala,Kannur,11.8895195,75.3659943
Pallivayal,670142,Kerala,Kannur,12.0218205,75.3980519
Panapuzha,670306,Kerala,Kannur,12.1289849,75.347048
Panniyannur,670679,Kerala,Kannur,11.7265333,75.5545989
Panniyur,670142,Kerala,Kannur,12.0764483,75.40533669999999
Panoor,670692,Kerala,Kannur,11.7589829,75.57861249999999
Pappinisseri,670561,Kerala,Kannur,11.9428357,75.3499629
Pappinisseri West,670565,Kerala,Kannur,11.9462014,75.3354138
Paral,670671,Kerala,Kannur,11.7309912,75.52137139999999
Parapram,670741,Kerala,Kannur,11.8143389,75.4738895
Parassinikadavu,670563,Kerala,Kannur,11.9842763,75.3994546
Parikkalam,670705,Kerala,Kannur,12.0309484,75.63753840000001
Pariyaram Medical college,670503,Kerala,Kannur,12.0715235,75.2917689
Pariyaram-kannur,670502,Kerala,Kannur,12.0731501,75.291653
Pathampara,670571,Kerala,Kannur,11.8744775,75.37036619999999
Pathayakunnu,670691,Kerala,Kannur,11.7871563,75.559693
Pathiriyad,670741,Kerala,Kannur,11.8575487,75.5247584
Pattanur,670595,Kerala,Kannur,11.9745815,75.5305814
Pattuvam,670143,Kerala,Kannur,12.0275962,75.3237262
Pavanoormotta,670602,Kerala,Kannur,11.8744775,75.37036619999999
Payam,670704,Kerala,Kannur,11.9764882,75.7008027
Payam East,670704,Kerala,Kannur,11.9764882,75.7008027
Payangadi,670303,Kerala,Kannur,12.0189004,75.2588184
Payangadi R s,670358,Kerala,Kannur,12.022132,75.25392599999999
Payyambalam,670001,Kerala,Kannur,11.8688908,75.35652139999999
Payyan R.s.,670307,Kerala,Kannur,12.0972416,75.1933906
Payyanur,670307,Kerala,Kannur,12.0972416,75.1933906
Payyavur,670633,Kerala,Kannur,12.0972416,75.1933906
Pazhassikari,670633,Kerala,Kannur,11.8744775,75.37036619999999
Pazhassiraja Nagar,670702,Kerala,Kannur,11.8925512,75.539317
Peravoor,670673,Kerala,Kannur,11.8961505,75.7342416
Peringadi,673312,Kerala,Kannur,11.7132441,75.5524157
Peringathur,670675,Kerala,Kannur,11.7164924,75.5887989
Peringome,670354,Kerala,Kannur,12.2240691,75.30331679999999
Perinkeri,670706,Kerala,Kannur,12.0409396,75.6957135
Perumpunna,670673,Kerala,Kannur,11.9266594,75.7367005
Perundattil,670107,Kerala,Kannur,11.780116,75.5075762
Peruva,670650,Kerala,Kannur,9.8281726,76.5011286
Peruvalathuparamba,670593,Kerala,Kannur,12.0030049,75.54222680000001
Pilathara,670501,Kerala,Kannur,12.0827064,75.2624898
Pinarayi,670741,Kerala,Kannur,11.810653,75.4917572
Poduvachery,670621,Kerala,Kannur,11.8718867,75.45340809999999
Ponniam,670641,Kerala,Kannur,11.7696024,75.54222680000001
Ponniam West,670641,Kerala,Kannur,11.7743933,75.5222474
Poolakutty,670650,Kerala,Kannur,11.8537445,75.7749395
Porakunnu,670306,Kerala,Kannur,11.8895195,75.3659943
Porora,670702,Kerala,Kannur,11.9711505,75.5713361
Pottampilavu,670582,Kerala,Kannur,11.8744775,75.37036619999999
Poyilur,670693,Kerala,Kannur,11.7653338,75.648448
Prapoyil,670511,Kerala,Kannur,12.2566671,75.3907667
Pukkot-kba,670691,Kerala,Kannur,11.8744775,75.37036619999999
Pulikurumba,670582,Kerala,Kannur,12.11867,75.5189352
Puliyanambram,670675,Kerala,Kannur,11.7051208,75.5848271
Pullookkara,670678,Kerala,Kannur,11.7278884,75.5946194
Punnad,670703,Kerala,Kannur,11.9642643,75.65281159999999
Punnol,670102,Kerala,Kannur,11.7243086,75.5247584
Puthur-panoor,670692,Kerala,Kannur,11.7571781,75.5941965
Ramanthali,670308,Kerala,Kannur,12.0409556,75.20998209999999
Randamkadavu,670706,Kerala,Kannur,12.0490796,75.767037
Rayarom,670571,Kerala,Kannur,12.2105196,75.44030959999999
Sankaranellur,670643,Kerala,Kannur,11.8467407,75.5305814
Santhigiri,670674,Kerala,Kannur,11.800084,75.5966016
Sivapuram,670702,Kerala,Kannur,11.9075495,75.6048047
Sreekandapuram,670631,Kerala,Kannur,12.0456814,75.507288
Sreestha,670303,Kerala,Kannur,12.052457,75.2867257
Talap,670002,Kerala,Kannur,11.8772252,75.3699883
Taliparamba,670141,Kerala,Kannur,12.035137,75.36109359999999
Temple Gate,670102,Kerala,Kannur,11.7384442,75.5082661
Thabore,670511,Kerala,Kannur,12.2598119,75.4490386
Thadikadavu,670581,Kerala,Kannur,12.1652993,75.4271893
Thalassery,670101,Kerala,Kannur,11.7491424,75.4890346
Thalassery Bazar,670101,Kerala,Kannur,11.7499037,75.4936125
Thalassery Courts,670101,Kerala,Kannur,11.7572846,75.48012370000001
Thattummal,670511,Kerala,Kannur,12.2474131,75.357765
Thavam,670301,Kerala,Kannur,12.0152957,75.2756139
Thayyeni,670511,Kerala,Kannur,12.3140515,75.39513780000001
Thayyil,670003,Kerala,Kannur,11.8628995,75.39536799999999
Thazhe Chovva,670018,Kerala,Kannur,11.8670269,75.4059322
Thekkumbad,670301,Kerala,Kannur,11.9765134,75.29092399999999
Therthally,670571,Kerala,Kannur,12.2077691,75.4140781
Thillenkeri,670702,Kerala,Kannur,11.9273933,75.6659016
Thimiri-chepparapadava,670581,Kerala,Kannur,12.2006295,75.3849382
Thirumeni,670511,Kerala,Kannur,12.2526669,75.41990539999999
Thiruvattoor,670502,Kerala,Kannur,12.0991555,75.3616223
Tholambra,670673,Kerala,Kannur,11.9013525,75.6731734
Thondiyil,670673,Kerala,Kannur,11.8980626,75.7444172
Thottada,670007,Kerala,Kannur,11.842445,75.42136219999999
Thrichambaram,670141,Kerala,Kannur,12.0312396,75.3659943
Thuvakunnu,670693,Kerala,Kannur,11.7591868,75.6368111
Tiruvangad,670103,Kerala,Kannur,11.7460934,75.5009678
Udayagiri,670571,Kerala,Kannur,12.2407062,75.4825348
Ulikkal,670705,Kerala,Kannur,12.0375266,75.67026469999999
Uliyil,670702,Kerala,Kannur,11.9556668,75.64747249999999
Ummenchira,670649,Kerala,Kannur,11.7917203,75.5116966
Uruvachal,670702,Kerala,Kannur,11.8971314,75.5847972
Vadakkumbad,670109,Kerala,Kannur,12.1550148,75.1851806
Vadakkumbad-ramanthali,670330,Kerala,Kannur,12.0800812,75.1880986
Valapattanam,670010,Kerala,Kannur,11.9261679,75.3499629
Varam,670594,Kerala,Kannur,11.9070177,75.4082506
Vattiamthode,670705,Kerala,Kannur,11.8744775,75.37036619999999
Vayalalam,670102,Kerala,Kannur,11.7362682,75.51456759999999
Vayannur,670650,Kerala,Kannur,11.8717047,75.6852395
Vayattuparamba,670582,Kerala,Kannur,12.1525487,75.46389289999999
Veerpad,670704,Kerala,Kannur,11.9749415,75.751685
Velimanam,670704,Kerala,Kannur,11.9811072,75.7633127
Vellad,670571,Kerala,Kannur,12.1619927,75.49564
Vellarvelly,670673,Kerala,Kannur,11.8981816,75.7079935
Vellora,670306,Kerala,Kannur,12.1741525,75.3587075
Vellunni,670674,Kerala,Kannur,11.8744775,75.37036619999999
Vellur,670346,Kerala,Kannur,12.1548846,75.20704270000002
Vengad,670612,Kerala,Kannur,11.8803777,75.53640419999999
Vengara-kannur,670305,Kerala,Kannur,12.0387479,75.2464476
Vijayagiri,670571,Kerala,Kannur,12.1983678,75.51402180000001
Vilakkode,670703,Kerala,Kannur,11.9543308,75.70103110000001
Vilakkottur,670693,Kerala,Kannur,11.7571534,75.6513571
Vilayancode,670501,Kerala,Kannur,12.0048265,75.7509582
